ticket_id,customer_id,product_id,initial_employee_id,status
TCK_000041,CUST_03326,PROD_007,EMP_079,closed
TCK_000042,CUST_05067,PROD_009,EMP_088,closed
TCK_000043,CUST_05379,PROD_008,EMP_048,closed
TCK_000044,CUST_05926,PROD_013,EMP_093,closed
TCK_000045,CUST_02232,PROD_011,EMP_078,closed
TCK_000046,CUST_07238,PROD_011,EMP_014,closed
TCK_000047,CUST_05044,PROD_013,EMP_100,closed
TCK_000048,CUST_01094,PROD_005,EMP_031,closed
TCK_000049,CUST_07276,PROD_012,EMP_058,closed
TCK_000050,CUST_05551,PROD_004,EMP_094,closed
TCK_000051,CUST_07217,PROD_003,EMP_095,closed
TCK_000052,CUST_01973,PROD_008,EMP_040,closed
TCK_000053,CUST_01373,PROD_001,EMP_040,open
TCK_000054,CUST_03288,PROD_010,EMP_083,closed
TCK_000055,CUST_04378,PROD_004,EMP_016,closed
TCK_000056,CUST_02784,PROD_011,EMP_042,closed
TCK_000057,CUST_04748,PROD_001,EMP_077,closed
TCK_000058,CUST_00566,PROD_013,EMP_045,closed
TCK_000059,CUST_01455,PROD_010,EMP_045,closed
TCK_000060,CUST_03458,PROD_001,EMP_071,open
TCK_000061,CUST_01785,PROD_007,EMP_017,closed
TCK_000062,CUST_06445,PROD_004,EMP_017,open
TCK_000063,CUST_06823,PROD_012,EMP_047,closed
TCK_000064,CUST_01352,PROD_009,EMP_079,closed
TCK_000065,CUST_03547,PROD_007,EMP_074,closed
TCK_000066,CUST_01934,PROD_009,EMP_040,closed
TCK_000067,CUST_01523,PROD_005,EMP_010,closed
TCK_000068,CUST_00326,PROD_003,EMP_049,closed
TCK_000069,CUST_02524,PROD_001,EMP_062,open
TCK_000070,CUST_00909,PROD_010,EMP_073,closed
TCK_000071,CUST_01450,PROD_008,EMP_035,closed
TCK_000072,CUST_06374,PROD_008,EMP_012,closed
TCK_000073,CUST_03809,PROD_003,EMP_089,open
TCK_000074,CUST_06201,PROD_011,EMP_062,closed
TCK_000075,CUST_01147,PROD_007,EMP_054,open
TCK_000076,CUST_05284,PROD_001,EMP_016,closed
TCK_000077,CUST_05661,PROD_007,EMP_012,closed
TCK_000078,CUST_06011,PROD_010,EMP_100,closed
TCK_000079,CUST_03909,PROD_004,EMP_021,closed
TCK_000080,CUST_06760,PROD_004,EMP_062,closed
TCK_000081,CUST_00379,PROD_010,EMP_072,closed
TCK_000082,CUST_05344,PROD_013,EMP_068,closed
TCK_000083,CUST_04762,PROD_005,EMP_019,open
TCK_000084,CUST_05442,PROD_006,EMP_073,closed
TCK_000085,CUST_00380,PROD_005,EMP_041,closed
TCK_000086,CUST_03652,PROD_009,EMP_058,closed
TCK_000087,CUST_07057,PROD_010,EMP_050,closed
TCK_000088,CUST_06855,PROD_012,EMP_051,closed
TCK_000089,CUST_03909,PROD_010,EMP_013,closed
TCK_000090,CUST_07228,PROD_012,EMP_001,closed
TCK_000091,CUST_01901,PROD_012,EMP_066,closed
TCK_000092,CUST_00538,PROD_012,EMP_006,open
TCK_000093,CUST_01360,PROD_001,EMP_059,closed
TCK_000094,CUST_05759,PROD_006,EMP_065,closed
TCK_000095,CUST_01344,PROD_004,EMP_057,closed
TCK_000096,CUST_03133,PROD_010,EMP_060,closed
TCK_000097,CUST_00865,PROD_011,EMP_074,open
TCK_000098,CUST_06584,PROD_004,EMP_010,closed
TCK_000099,CUST_03253,PROD_012,EMP_101,closed
TCK_000100,CUST_06974,PROD_012,EMP_052,closed
TCK_000101,CUST_01923,PROD_010,EMP_086,closed
TCK_000102,CUST_01613,PROD_001,EMP_042,closed
TCK_000103,CUST_02970,PROD_011,EMP_098,closed
TCK_000104,CUST_02886,PROD_007,EMP_052,closed
TCK_000105,CUST_00323,PROD_007,EMP_099,closed
TCK_000106,CUST_07620,PROD_001,EMP_069,closed
TCK_000107,CUST_03893,PROD_006,EMP_096,closed
TCK_000108,CUST_01344,PROD_005,EMP_025,closed
TCK_000109,CUST_00313,PROD_007,EMP_059,closed
TCK_000110,CUST_07327,PROD_006,EMP_084,closed
TCK_000111,CUST_00449,PROD_007,EMP_094,closed
TCK_000112,CUST_01410,PROD_004,EMP_043,open
TCK_000113,CUST_00972,PROD_006,EMP_063,open
TCK_000114,CUST_01007,PROD_013,EMP_023,closed
TCK_000115,CUST_00695,PROD_003,EMP_028,closed
TCK_000116,CUST_01958,PROD_003,EMP_030,closed
TCK_000117,CUST_02033,PROD_006,EMP_082,open
TCK_000118,CUST_06800,PROD_013,EMP_067,closed
TCK_000119,CUST_07697,PROD_008,EMP_023,closed
TCK_000120,CUST_01664,PROD_011,EMP_012,closed
TCK_000121,CUST_07794,PROD_008,EMP_002,closed
TCK_000122,CUST_06032,PROD_006,EMP_033,closed
TCK_000123,CUST_03791,PROD_013,EMP_016,open
TCK_000124,CUST_07363,PROD_009,EMP_021,closed
TCK_000125,CUST_02674,PROD_009,EMP_102,closed
TCK_000126,CUST_05866,PROD_001,EMP_080,closed
TCK_000127,CUST_01167,PROD_001,EMP_059,closed
TCK_000128,CUST_03217,PROD_003,EMP_065,open
TCK_000129,CUST_00701,PROD_002,EMP_077,open
TCK_000130,CUST_07759,PROD_005,EMP_027,closed
TCK_000131,CUST_04301,PROD_008,EMP_017,open
TCK_000132,CUST_00974,PROD_012,EMP_023,closed
TCK_000133,CUST_04074,PROD_006,EMP_023,closed
TCK_000134,CUST_05606,PROD_009,EMP_101,closed
TCK_000135,CUST_00150,PROD_006,EMP_077,open
TCK_000136,CUST_04813,PROD_002,EMP_029,open
TCK_000137,CUST_07274,PROD_001,EMP_038,closed
TCK_000138,CUST_03330,PROD_013,EMP_007,closed
TCK_000139,CUST_07839,PROD_011,EMP_015,open
TCK_000140,CUST_04277,PROD_007,EMP_057,closed
TCK_000141,CUST_01412,PROD_001,EMP_025,closed
TCK_000142,CUST_04216,PROD_006,EMP_100,closed
TCK_000143,CUST_05913,PROD_008,EMP_075,closed
TCK_000144,CUST_07844,PROD_012,EMP_077,closed
TCK_000145,CUST_03259,PROD_008,EMP_039,open
TCK_000146,CUST_00433,PROD_013,EMP_064,closed
TCK_000147,CUST_03269,PROD_008,EMP_056,closed
TCK_000148,CUST_07832,PROD_011,EMP_057,closed
TCK_000149,CUST_05909,PROD_002,EMP_101,open
TCK_000150,CUST_02234,PROD_005,EMP_098,closed
TCK_000151,CUST_00782,PROD_005,EMP_040,closed
TCK_000152,CUST_06843,PROD_010,EMP_026,closed
TCK_000153,CUST_05941,PROD_003,EMP_043,closed
TCK_000154,CUST_07622,PROD_006,EMP_078,open
TCK_000155,CUST_00371,PROD_004,EMP_088,closed
TCK_000156,CUST_04887,PROD_010,EMP_044,closed
TCK_000157,CUST_00230,PROD_012,EMP_043,closed
TCK_000158,CUST_06717,PROD_006,EMP_062,closed
TCK_000159,CUST_06457,PROD_005,EMP_044,closed
TCK_000160,CUST_01270,PROD_010,EMP_055,closed
TCK_000161,CUST_05092,PROD_012,EMP_038,closed
TCK_000162,CUST_02902,PROD_001,EMP_016,closed
TCK_000163,CUST_05344,PROD_003,EMP_048,closed
TCK_000164,CUST_00645,PROD_013,EMP_002,closed
TCK_000165,CUST_04645,PROD_009,EMP_098,closed
TCK_000166,CUST_05670,PROD_001,EMP_037,closed
TCK_000167,CUST_02390,PROD_007,EMP_035,closed
TCK_000168,CUST_04612,PROD_004,EMP_006,closed
TCK_000169,CUST_06628,PROD_008,EMP_088,closed
TCK_000170,CUST_00246,PROD_010,EMP_093,closed
TCK_000171,CUST_00589,PROD_013,EMP_040,closed
TCK_000172,CUST_00771,PROD_013,EMP_041,closed
TCK_000173,CUST_05213,PROD_011,EMP_036,open
TCK_000174,CUST_05287,PROD_001,EMP_066,closed
TCK_000175,CUST_07055,PROD_004,EMP_020,closed
TCK_000176,CUST_01173,PROD_010,EMP_080,closed
TCK_000177,CUST_03554,PROD_009,EMP_071,closed
TCK_000178,CUST_02829,PROD_002,EMP_016,closed
TCK_000179,CUST_01942,PROD_004,EMP_017,closed
TCK_000180,CUST_01878,PROD_007,EMP_066,closed
TCK_000181,CUST_07355,PROD_006,EMP_020,closed
TCK_000182,CUST_03386,PROD_005,EMP_068,closed
TCK_000183,CUST_02892,PROD_008,EMP_042,open
TCK_000184,CUST_05374,PROD_011,EMP_062,closed
TCK_000185,CUST_05460,PROD_008,EMP_022,closed
TCK_000186,CUST_02841,PROD_010,EMP_098,closed
TCK_000187,CUST_02996,PROD_012,EMP_091,closed
TCK_000188,CUST_00136,PROD_008,EMP_029,closed
TCK_000189,CUST_05512,PROD_008,EMP_057,closed
TCK_000190,CUST_05638,PROD_012,EMP_027,closed
TCK_000191,CUST_01688,PROD_009,EMP_075,closed
TCK_000192,CUST_00218,PROD_012,EMP_022,open
TCK_000193,CUST_07728,PROD_004,EMP_073,closed
TCK_000194,CUST_04641,PROD_001,EMP_018,closed
TCK_000195,CUST_06430,PROD_012,EMP_069,closed
TCK_000196,CUST_00361,PROD_006,EMP_012,closed
TCK_000197,CUST_01359,PROD_012,EMP_075,closed
TCK_000198,CUST_02344,PROD_004,EMP_068,closed
TCK_000199,CUST_03447,PROD_011,EMP_055,closed
TCK_000200,CUST_01950,PROD_006,EMP_046,closed
TCK_000201,CUST_06106,PROD_003,EMP_070,open
TCK_000202,CUST_00680,PROD_010,EMP_021,closed
TCK_000203,CUST_02248,PROD_001,EMP_026,closed
TCK_000204,CUST_05033,PROD_007,EMP_097,closed
TCK_000205,CUST_04526,PROD_009,EMP_051,closed
TCK_000206,CUST_05627,PROD_004,EMP_045,closed
TCK_000207,CUST_07597,PROD_007,EMP_050,closed
TCK_000208,CUST_00926,PROD_003,EMP_033,closed
TCK_000209,CUST_06078,PROD_012,EMP_089,closed
TCK_000210,CUST_01916,PROD_009,EMP_080,closed
TCK_000211,CUST_07520,PROD_012,EMP_034,closed
TCK_000212,CUST_02112,PROD_004,EMP_086,closed
TCK_000213,CUST_00507,PROD_012,EMP_100,closed
TCK_000214,CUST_06294,PROD_001,EMP_066,closed
TCK_000215,CUST_02873,PROD_004,EMP_053,open
TCK_000216,CUST_05275,PROD_002,EMP_051,open
TCK_000217,CUST_05049,PROD_010,EMP_097,open
TCK_000218,CUST_04058,PROD_001,EMP_028,closed
TCK_000219,CUST_03171,PROD_011,EMP_022,closed
TCK_000220,CUST_01139,PROD_001,EMP_102,closed
TCK_000221,CUST_04256,PROD_006,EMP_097,closed
TCK_000222,CUST_02530,PROD_005,EMP_072,closed
TCK_000223,CUST_03008,PROD_003,EMP_083,closed
TCK_000224,CUST_06785,PROD_006,EMP_048,open
TCK_000225,CUST_00615,PROD_005,EMP_065,closed
TCK_000226,CUST_06256,PROD_012,EMP_044,open
TCK_000227,CUST_03750,PROD_006,EMP_002,closed
TCK_000228,CUST_05752,PROD_002,EMP_012,closed
TCK_000229,CUST_02903,PROD_001,EMP_086,closed
TCK_000230,CUST_01736,PROD_003,EMP_034,closed
TCK_000231,CUST_02143,PROD_010,EMP_039,closed
TCK_000232,CUST_02425,PROD_010,EMP_035,closed
TCK_000233,CUST_01036,PROD_010,EMP_100,closed
TCK_000234,CUST_04871,PROD_011,EMP_037,closed
TCK_000235,CUST_01422,PROD_009,EMP_077,closed
TCK_000236,CUST_06138,PROD_010,EMP_086,closed
TCK_000237,CUST_08003,PROD_001,EMP_026,closed
TCK_000238,CUST_04608,PROD_001,EMP_101,closed
TCK_000239,CUST_00191,PROD_002,EMP_041,closed
TCK_000240,CUST_05847,PROD_013,EMP_093,closed
TCK_000241,CUST_01416,PROD_007,EMP_070,closed
TCK_000242,CUST_00112,PROD_001,EMP_070,open
TCK_000243,CUST_01765,PROD_012,EMP_047,closed
TCK_000244,CUST_03309,PROD_004,EMP_016,closed
TCK_000245,CUST_00536,PROD_007,EMP_087,closed
TCK_000246,CUST_01411,PROD_004,EMP_016,closed
TCK_000247,CUST_03540,PROD_010,EMP_005,closed
TCK_000248,CUST_02010,PROD_001,EMP_014,closed
TCK_000249,CUST_07021,PROD_008,EMP_092,closed
TCK_000250,CUST_00415,PROD_013,EMP_055,open
TCK_000251,CUST_07997,PROD_005,EMP_075,closed
TCK_000252,CUST_00886,PROD_011,EMP_039,closed
TCK_000253,CUST_02053,PROD_003,EMP_102,closed
TCK_000254,CUST_00411,PROD_002,EMP_096,closed
TCK_000255,CUST_05893,PROD_007,EMP_014,closed
TCK_000256,CUST_02189,PROD_009,EMP_094,closed
TCK_000257,CUST_00693,PROD_006,EMP_076,open
TCK_000258,CUST_00314,PROD_011,EMP_041,open
TCK_000259,CUST_03642,PROD_009,EMP_053,closed
TCK_000260,CUST_02055,PROD_004,EMP_013,open
TCK_000261,CUST_03680,PROD_002,EMP_038,closed
TCK_000262,CUST_06073,PROD_010,EMP_092,closed
TCK_000263,CUST_06729,PROD_004,EMP_080,closed
TCK_000264,CUST_07041,PROD_008,EMP_061,closed
TCK_000265,CUST_03092,PROD_001,EMP_012,closed
TCK_000266,CUST_05450,PROD_013,EMP_058,closed
TCK_000267,CUST_00078,PROD_008,EMP_075,closed
TCK_000268,CUST_05531,PROD_012,EMP_075,closed
TCK_000269,CUST_03930,PROD_009,EMP_037,closed
TCK_000270,CUST_05171,PROD_011,EMP_075,closed
TCK_000271,CUST_07585,PROD_001,EMP_051,closed
TCK_000272,CUST_01929,PROD_008,EMP_100,closed
TCK_000273,CUST_02332,PROD_011,EMP_057,closed
TCK_000274,CUST_02608,PROD_004,EMP_041,closed
TCK_000275,CUST_01570,PROD_012,EMP_018,closed
TCK_000276,CUST_03652,PROD_004,EMP_063,open
TCK_000277,CUST_06052,PROD_012,EMP_043,open
TCK_000278,CUST_07147,PROD_003,EMP_098,closed
TCK_000279,CUST_06676,PROD_009,EMP_038,closed
TCK_000280,CUST_03585,PROD_008,EMP_068,closed
TCK_000281,CUST_07841,PROD_012,EMP_044,closed
TCK_000282,CUST_03713,PROD_004,EMP_086,closed
TCK_000283,CUST_05371,PROD_002,EMP_069,closed
TCK_000284,CUST_04615,PROD_005,EMP_062,closed
TCK_000285,CUST_06886,PROD_012,EMP_041,closed
TCK_000286,CUST_00945,PROD_013,EMP_062,closed
TCK_000287,CUST_07422,PROD_001,EMP_020,open
TCK_000288,CUST_07388,PROD_009,EMP_014,closed
TCK_000289,CUST_00265,PROD_008,EMP_067,closed
TCK_000290,CUST_00824,PROD_011,EMP_059,closed
TCK_000291,CUST_07967,PROD_005,EMP_040,open
TCK_000292,CUST_06330,PROD_012,EMP_004,closed
TCK_000293,CUST_06797,PROD_009,EMP_046,open
TCK_000294,CUST_00129,PROD_002,EMP_037,closed
TCK_000295,CUST_07147,PROD_003,EMP_070,closed
TCK_000296,CUST_02592,PROD_012,EMP_036,closed
TCK_000297,CUST_01339,PROD_004,EMP_088,closed
TCK_000298,CUST_03790,PROD_003,EMP_030,closed
TCK_000299,CUST_06101,PROD_001,EMP_057,closed
TCK_000300,CUST_07666,PROD_002,EMP_033,closed
TCK_000301,CUST_00067,PROD_002,EMP_078,closed
TCK_000302,CUST_06973,PROD_009,EMP_066,closed
TCK_000303,CUST_00688,PROD_005,EMP_036,closed
TCK_000304,CUST_00197,PROD_011,EMP_041,closed
TCK_000305,CUST_05412,PROD_011,EMP_054,open
TCK_000306,CUST_06777,PROD_002,EMP_051,open
TCK_000307,CUST_07089,PROD_006,EMP_008,closed
TCK_000308,CUST_04766,PROD_008,EMP_078,closed
TCK_000309,CUST_07037,PROD_011,EMP_044,closed
TCK_000310,CUST_03285,PROD_011,EMP_008,closed
TCK_000311,CUST_02656,PROD_013,EMP_095,closed
TCK_000312,CUST_03180,PROD_001,EMP_067,closed
TCK_000313,CUST_07912,PROD_009,EMP_085,closed
TCK_000314,CUST_02315,PROD_012,EMP_037,closed
TCK_000315,CUST_07770,PROD_004,EMP_041,closed
TCK_000316,CUST_03077,PROD_005,EMP_091,open
TCK_000317,CUST_01856,PROD_011,EMP_012,closed
TCK_000318,CUST_03539,PROD_002,EMP_089,closed
TCK_000319,CUST_03839,PROD_010,EMP_066,closed
TCK_000320,CUST_01538,PROD_003,EMP_014,closed
TCK_000321,CUST_01339,PROD_007,EMP_038,closed
TCK_000322,CUST_07323,PROD_001,EMP_065,closed
TCK_000323,CUST_07158,PROD_006,EMP_055,closed
TCK_000324,CUST_03105,PROD_011,EMP_094,closed
TCK_000325,CUST_03528,PROD_003,EMP_078,closed
TCK_000326,CUST_03613,PROD_012,EMP_068,closed
TCK_000327,CUST_05294,PROD_010,EMP_019,closed
TCK_000328,CUST_03169,PROD_010,EMP_089,closed
TCK_000329,CUST_01716,PROD_010,EMP_054,closed
TCK_000330,CUST_06882,PROD_001,EMP_046,closed
TCK_000331,CUST_07867,PROD_002,EMP_084,closed
TCK_000332,CUST_02582,PROD_001,EMP_045,closed
TCK_000333,CUST_02657,PROD_009,EMP_030,closed
TCK_000334,CUST_07142,PROD_002,EMP_099,closed
TCK_000335,CUST_03731,PROD_013,EMP_003,closed
TCK_000336,CUST_02684,PROD_012,EMP_090,closed
TCK_000337,CUST_04075,PROD_005,EMP_083,closed
TCK_000338,CUST_02582,PROD_009,EMP_048,closed
TCK_000339,CUST_03737,PROD_010,EMP_096,closed
TCK_000340,CUST_07963,PROD_007,EMP_059,open
TCK_000341,CUST_07925,PROD_013,EMP_071,closed
TCK_000342,CUST_01680,PROD_013,EMP_075,closed
TCK_000343,CUST_05888,PROD_007,EMP_062,closed
TCK_000344,CUST_00095,PROD_005,EMP_099,closed
TCK_000345,CUST_02832,PROD_011,EMP_009,closed
TCK_000346,CUST_03848,PROD_011,EMP_096,closed
TCK_000347,CUST_01172,PROD_013,EMP_066,closed
TCK_000348,CUST_07674,PROD_011,EMP_094,closed
TCK_000349,CUST_04688,PROD_011,EMP_058,closed
TCK_000350,CUST_05027,PROD_009,EMP_085,closed
TCK_000351,CUST_01043,PROD_009,EMP_023,open
TCK_000352,CUST_05949,PROD_011,EMP_006,closed
TCK_000353,CUST_04404,PROD_006,EMP_052,closed
TCK_000354,CUST_05222,PROD_013,EMP_061,closed
TCK_000355,CUST_03515,PROD_005,EMP_033,closed
TCK_000356,CUST_00061,PROD_010,EMP_033,open
TCK_000357,CUST_00442,PROD_007,EMP_004,closed
TCK_000358,CUST_03032,PROD_010,EMP_021,closed
TCK_000359,CUST_04786,PROD_011,EMP_041,open
TCK_000360,CUST_03502,PROD_013,EMP_072,open
TCK_000361,CUST_04815,PROD_006,EMP_007,closed
TCK_000362,CUST_01833,PROD_011,EMP_100,open
TCK_000363,CUST_02764,PROD_011,EMP_062,closed
TCK_000364,CUST_02461,PROD_001,EMP_035,closed
TCK_000365,CUST_07718,PROD_003,EMP_064,closed
TCK_000366,CUST_04254,PROD_006,EMP_095,closed
TCK_000367,CUST_07527,PROD_006,EMP_063,closed
TCK_000368,CUST_05541,PROD_003,EMP_056,closed
TCK_000369,CUST_01787,PROD_005,EMP_082,closed
TCK_000370,CUST_00281,PROD_013,EMP_094,closed
TCK_000371,CUST_00046,PROD_006,EMP_062,open
TCK_000372,CUST_00957,PROD_001,EMP_023,closed
TCK_000373,CUST_06373,PROD_007,EMP_049,closed
TCK_000374,CUST_06971,PROD_010,EMP_044,closed
TCK_000375,CUST_04058,PROD_008,EMP_079,closed
TCK_000376,CUST_07310,PROD_012,EMP_056,closed
TCK_000377,CUST_00888,PROD_004,EMP_067,closed
TCK_000378,CUST_03253,PROD_001,EMP_096,closed
TCK_000379,CUST_06072,PROD_004,EMP_050,closed
TCK_000380,CUST_03498,PROD_008,EMP_052,closed
TCK_000381,CUST_07449,PROD_003,EMP_067,closed
TCK_000382,CUST_05423,PROD_004,EMP_061,open
TCK_000383,CUST_01279,PROD_009,EMP_095,closed
TCK_000384,CUST_06950,PROD_007,EMP_087,closed
TCK_000385,CUST_00591,PROD_012,EMP_080,closed
TCK_000386,CUST_00421,PROD_003,EMP_093,closed
TCK_000387,CUST_00414,PROD_012,EMP_100,closed
TCK_000388,CUST_00334,PROD_004,EMP_028,closed
TCK_000389,CUST_07047,PROD_007,EMP_069,closed
TCK_000390,CUST_02182,PROD_013,EMP_058,closed
TCK_000391,CUST_06206,PROD_002,EMP_069,closed
TCK_000392,CUST_05280,PROD_008,EMP_067,closed
TCK_000393,CUST_07576,PROD_008,EMP_075,closed
TCK_000394,CUST_04925,PROD_007,EMP_046,closed
TCK_000395,CUST_05383,PROD_002,EMP_020,closed
TCK_000396,CUST_00768,PROD_003,EMP_086,closed
TCK_000397,CUST_03146,PROD_011,EMP_044,closed
TCK_000398,CUST_04794,PROD_006,EMP_011,closed
TCK_000399,CUST_00946,PROD_006,EMP_025,closed
TCK_000400,CUST_03463,PROD_008,EMP_067,closed
TCK_000401,CUST_01371,PROD_005,EMP_064,closed
TCK_000402,CUST_05590,PROD_006,EMP_041,closed
TCK_000403,CUST_01138,PROD_001,EMP_057,closed
TCK_000404,CUST_02554,PROD_006,EMP_015,closed
TCK_000405,CUST_01029,PROD_012,EMP_082,closed
TCK_000406,CUST_05462,PROD_010,EMP_061,closed
TCK_000407,CUST_05532,PROD_011,EMP_042,open
TCK_000408,CUST_06147,PROD_011,EMP_070,closed
TCK_000409,CUST_05145,PROD_001,EMP_074,closed
TCK_000410,CUST_02316,PROD_004,EMP_023,closed
TCK_000411,CUST_05714,PROD_002,EMP_020,closed
TCK_000412,CUST_04308,PROD_003,EMP_012,closed
TCK_000413,CUST_00652,PROD_005,EMP_082,closed
TCK_000414,CUST_06509,PROD_001,EMP_058,closed
TCK_000415,CUST_01541,PROD_004,EMP_015,closed
TCK_000416,CUST_01069,PROD_013,EMP_042,closed
TCK_000417,CUST_01453,PROD_007,EMP_075,closed
TCK_000418,CUST_06630,PROD_003,EMP_026,closed
TCK_000419,CUST_01492,PROD_013,EMP_019,closed
TCK_000420,CUST_06266,PROD_010,EMP_059,closed
TCK_000421,CUST_07108,PROD_007,EMP_095,closed
TCK_000422,CUST_05025,PROD_005,EMP_101,closed
TCK_000423,CUST_07125,PROD_004,EMP_061,closed
TCK_000424,CUST_01665,PROD_008,EMP_037,closed
TCK_000425,CUST_05083,PROD_004,EMP_066,closed
TCK_000426,CUST_06962,PROD_004,EMP_052,closed
TCK_000427,CUST_06457,PROD_005,EMP_019,open
TCK_000428,CUST_05727,PROD_011,EMP_003,closed
TCK_000429,CUST_00334,PROD_004,EMP_053,closed
TCK_000430,CUST_02493,PROD_010,EMP_058,closed
TCK_000431,CUST_07630,PROD_007,EMP_047,closed
TCK_000432,CUST_07407,PROD_011,EMP_022,closed
TCK_000433,CUST_03885,PROD_001,EMP_087,closed
TCK_000434,CUST_05817,PROD_006,EMP_065,closed
TCK_000435,CUST_04576,PROD_002,EMP_032,closed
TCK_000436,CUST_01103,PROD_010,EMP_050,open
TCK_000437,CUST_00424,PROD_008,EMP_011,closed
TCK_000438,CUST_02084,PROD_010,EMP_034,closed
TCK_000439,CUST_01897,PROD_013,EMP_061,closed
TCK_000440,CUST_03948,PROD_004,EMP_075,closed
TCK_000441,CUST_04110,PROD_011,EMP_007,closed
TCK_000442,CUST_04404,PROD_010,EMP_019,closed
TCK_000443,CUST_03789,PROD_001,EMP_072,closed
TCK_000444,CUST_02679,PROD_005,EMP_058,closed
TCK_000445,CUST_03791,PROD_013,EMP_098,closed
TCK_000446,CUST_07287,PROD_001,EMP_061,closed
TCK_000447,CUST_00599,PROD_007,EMP_021,closed
TCK_000448,CUST_07348,PROD_013,EMP_050,closed
TCK_000449,CUST_04478,PROD_009,EMP_090,closed
TCK_000450,CUST_03627,PROD_011,EMP_047,open
TCK_000451,CUST_01897,PROD_002,EMP_017,closed
TCK_000452,CUST_00773,PROD_011,EMP_053,closed
TCK_000453,CUST_07124,PROD_012,EMP_071,closed
TCK_000454,CUST_02375,PROD_010,EMP_029,closed
TCK_000455,CUST_00389,PROD_011,EMP_088,closed
TCK_000456,CUST_06110,PROD_012,EMP_071,open
TCK_000457,CUST_01185,PROD_007,EMP_005,closed
TCK_000458,CUST_03617,PROD_001,EMP_061,closed
TCK_000459,CUST_01339,PROD_004,EMP_102,closed
TCK_000460,CUST_04164,PROD_008,EMP_061,open
TCK_000461,CUST_04328,PROD_009,EMP_099,closed
TCK_000462,CUST_00876,PROD_006,EMP_087,closed
TCK_000463,CUST_05041,PROD_007,EMP_026,closed
TCK_000464,CUST_06383,PROD_005,EMP_039,closed
TCK_000465,CUST_01774,PROD_001,EMP_063,closed
TCK_000466,CUST_03368,PROD_008,EMP_050,closed
TCK_000467,CUST_05404,PROD_004,EMP_066,open
TCK_000468,CUST_04116,PROD_010,EMP_060,closed
TCK_000469,CUST_06893,PROD_004,EMP_056,closed
TCK_000470,CUST_01278,PROD_003,EMP_078,open
TCK_000471,CUST_06907,PROD_013,EMP_053,closed
TCK_000472,CUST_05659,PROD_007,EMP_006,closed
TCK_000473,CUST_06242,PROD_009,EMP_020,closed
TCK_000474,CUST_06706,PROD_009,EMP_089,closed
TCK_000475,CUST_00883,PROD_001,EMP_053,closed
TCK_000476,CUST_02471,PROD_013,EMP_059,closed
TCK_000477,CUST_04803,PROD_002,EMP_060,closed
TCK_000478,CUST_03320,PROD_002,EMP_011,closed
TCK_000479,CUST_01228,PROD_002,EMP_047,closed
TCK_000480,CUST_02100,PROD_005,EMP_039,open
TCK_000481,CUST_03197,PROD_004,EMP_071,closed
TCK_000482,CUST_05124,PROD_005,EMP_009,closed
TCK_000483,CUST_06229,PROD_006,EMP_030,closed
